timestamp,getOdometryRot,getOdometryY,getOdometryX
17.717448,3.0,3.0,3.0
17.737099,3.0,3.0,3.0
17.757014,3.0,3.0,3.0
17.776582,3.0,3.0,3.0
17.796704,3.0,3.0,3.0
17.818154,3.0,3.0,3.0
17.836129,3.0,3.0,3.0
17.857078,3.0,3.0,3.0
17.876322,3.0,3.0,3.0
17.896882,3.0,3.0,3.0
17.916476,3.0006426222338227,3.0006426222338227,3.0006426222338227
17.936178,3.0012560983316185,3.0012560983316185,3.0012560983316185
17.957608,3.0027461358029246,3.0027461358029246,3.0027461358029246
17.976469,3.0041974006821928,3.0041974006821928,3.0041974006821928
17.99795,3.0049459497509807,3.0049459497509807,3.0049459497509807
18.017744,3.007791938561082,3.007791938561082,3.007791938561082
18.037436,3.0104299666180183,3.0104299666180183,3.0104299666180183
18.056528,3.0136841530552836,3.0136841530552836,3.0136841530552836
18.077929,3.016529074592954,3.016529074592954,3.016529074592954
18.097956,3.019681945427232,3.019681945427232,3.019681945427232
18.116765,3.0220144350540643,3.0220144350540643,3.0220144350540643
18.138082,3.0241788749594956,3.0241788749594956,3.0241788749594956
18.156879,3.029943157748069,3.029943157748069,3.029943157748069
18.176052,3.0348573498229796,3.0348573498229796,3.0348573498229796
18.196683,3.039017994801468,3.039017994801468,3.039017994801468
18.216616,3.0426228656539567,3.0426228656539567,3.0426228656539567
18.236632,3.045770991242343,3.045770991242343,3.045770991242343
18.257738,3.0499190161386998,3.0499190161386998,3.0499190161386998
18.276377,3.054287596229959,3.054287596229959,3.054287596229959
18.297538,3.057880552480514,3.057880552480514,3.057880552480514
18.316204,3.060792994768776,3.060792994768776,3.060792994768776
18.336626,3.0630153999350926,3.0630153999350926,3.0630153999350926
18.357367,3.0651390294383187,3.0651390294383187,3.0651390294383187
18.376258,3.0669543208698204,3.0669543208698204,3.0669543208698204
18.396614,3.068924512355476,3.068924512355476,3.068924512355476
18.416452,3.069618524049159,3.069618524049159,3.069618524049159
18.437762,3.0699832488578305,3.0699832488578305,3.0699832488578305
18.4568,3.071197750294009,3.071197750294009,3.071197750294009
18.477905,3.0743977393589965,3.0743977393589965,3.0743977393589965
18.497641,3.0773044084001686,3.0773044084001686,3.0773044084001686
18.516238,3.0789271169831585,3.0789271169831585,3.0789271169831585
18.537232,3.080392032141061,3.080392032141061,3.080392032141061
18.556696,3.083322677080298,3.083322677080298,3.083322677080298
18.576487,3.0862679992879047,3.0862679992879047,3.0862679992879047
18.596231,3.0926927293303756,3.0926927293303756,3.0926927293303756
18.617568,3.099578188594614,3.099578188594614,3.099578188594614
18.636927,3.1074316472792347,3.1074316472792347,3.1074316472792347
18.656952,3.1146631672294616,3.1146631672294616,3.1146631672294616
18.676641,3.1255085316173976,3.1255085316173976,3.1255085316173976
18.696405,3.136324224789527,3.136324224789527,3.136324224789527
18.716921,3.1491832612634405,3.1491832612634405,3.1491832612634405
18.736458,3.162893694145056,3.162893694145056,3.162893694145056
18.756264,3.1773481994396198,3.1773481994396198,3.1773481994396198
18.776971,3.192181202035648,3.192181202035648,3.192181202035648
18.796673,3.207258123928413,3.207258123928413,3.207258123928413
18.816888,3.223903851398152,3.223903851398152,3.223903851398152
18.836804,3.241494995319362,3.241494995319362,3.241494995319362
18.856276,3.2585286899375703,3.2585286899375703,3.2585286899375703
18.877581,3.2762441813774075,3.2762441813774075,3.2762441813774075
18.896623,3.2945947388257033,3.2945947388257033,3.2945947388257033
18.917018,3.312370313760054,3.312370313760054,3.312370313760054
18.937087,3.3310458269962475,3.3310458269962475,3.3310458269962475
18.956764,3.3493392065392653,3.3493392065392653,3.3493392065392653
18.977448,3.3683609395325433,3.3683609395325433,3.3683609395325433
18.996315,3.388210432213489,3.388210432213489,3.388210432213489
19.016773,3.4058843657695723,3.4058843657695723,3.4058843657695723
19.038058,3.4250867576722848,3.4250867576722848,3.4250867576722848
19.057026,3.444988766060231,3.444988766060231,3.444988766060231
19.076605,3.4642415530956976,3.4642415530956976,3.4642415530956976
19.096226,3.484825377977662,3.484825377977662,3.484825377977662
19.117373,3.504893115163522,3.504893115163522,3.504893115163522
19.137168,3.5267120323883545,3.5267120323883545,3.5267120323883545
19.156802,3.5489190853884893,3.5489190853884893,3.5489190853884893
19.176249,3.570942996630333,3.570942996630333,3.570942996630333
19.197361,3.593874693026432,3.593874693026432,3.593874693026432
19.217283,3.618816114737917,3.618816114737917,3.618816114737917
19.236996,3.642487792437045,3.642487792437045,3.642487792437045
19.257537,3.6660789451339104,3.6660789451339104,3.6660789451339104
19.277042,3.691442169604065,3.691442169604065,3.691442169604065
19.296177,3.7159572760150614,3.7159572760150614,3.7159572760150614
19.316988,3.740677464669158,3.740677464669158,3.740677464669158
19.337036,3.767814451709564,3.767814451709564,3.767814451709564
19.358049,3.794064223433728,3.794064223433728,3.794064223433728
19.37625,3.8222548249992983,3.8222548249992983,3.8222548249992983
19.396903,3.8462719601195308,3.8462719601195308,3.8462719601195308
19.416466,3.873813229706171,3.873813229706171,3.873813229706171
19.436497,3.9002862701909984,3.9002862701909984,3.9002862701909984
19.456786,3.9274539570133338,3.9274539570133338,3.9274539570133338
19.476243,3.9554306246430464,3.9554306246430464,3.9554306246430464
19.497744,3.981724532832091,3.981724532832091,3.981724532832091
19.516425,4.010507874706618,4.010507874706618,4.010507874706618
19.538146,4.035465022406515,4.035465022406515,4.035465022406515
19.556057,4.063780358704125,4.063780358704125,4.063780358704125
19.576435,4.08664056389826,4.08664056389826,4.08664056389826
19.596484,4.11232498761635,4.11232498761635,4.11232498761635
19.616932,4.13623836163188,4.13623836163188,4.13623836163188
19.636516,4.159915060364039,4.159915060364039,4.159915060364039
19.657594,4.182939171552749,4.182939171552749,4.182939171552749
19.67708,4.2074835225354335,4.2074835225354335,4.2074835225354335
19.698196,4.227595430275939,4.227595430275939,4.227595430275939
19.716886,4.24879432564088,4.24879432564088,4.24879432564088
19.736643,4.267039996294455,4.267039996294455,4.267039996294455
19.756968,4.286239565042464,4.286239565042464,4.286239565042464
19.776482,4.306182714067913,4.306182714067913,4.306182714067913
19.797793,4.3248643792401475,4.3248643792401475,4.3248643792401475
19.816805,4.343158369242103,4.343158369242103,4.343158369242103
19.837215,4.358650526556391,4.358650526556391,4.358650526556391
19.857432,4.375389190845389,4.375389190845389,4.375389190845389
19.877446,4.391894161827954,4.391894161827954,4.391894161827954
19.897435,4.40664245388725,4.40664245388725,4.40664245388725
19.916865,4.421582899576845,4.421582899576845,4.421582899576845
19.937045,4.434419679599836,4.434419679599836,4.434419679599836
19.957254,4.447859807078414,4.447859807078414,4.447859807078414
19.976388,4.46134348129825,4.46134348129825,4.46134348129825
19.997595,4.4730479985267975,4.4730479985267975,4.4730479985267975
20.017398,4.486342091720187,4.486342091720187,4.486342091720187
20.037151,4.4977769347051755,4.4977769347051755,4.4977769347051755
20.056102,4.5078042024671765,4.5078042024671765,4.5078042024671765
20.076927,4.517453088248333,4.517453088248333,4.517453088248333
20.095832,4.526137138128385,4.526137138128385,4.526137138128385
20.11687,4.534040433245025,4.534040433245025,4.534040433245025
20.136814,4.541547008874021,4.541547008874021,4.541547008874021
20.156812,4.547287930326101,4.547287930326101,4.547287930326101
20.176369,4.5530590183614486,4.5530590183614486,4.5530590183614486
20.196711,4.557260303356159,4.557260303356159,4.557260303356159
20.216911,4.559959163761661,4.559959163761661,4.559959163761661
20.236432,4.558530631143746,4.558530631143746,4.558530631143746
20.25622,4.557143888217328,4.557143888217328,4.557143888217328
20.276225,4.555726700446619,4.555726700446619,4.555726700446619
20.297533,4.55118752219807,4.55118752219807,4.55118752219807
20.316492,4.54294162878407,4.54294162878407,4.54294162878407
20.337851,4.532464096759283,4.532464096759283,4.532464096759283
20.356246,4.517557764812907,4.517557764812907,4.517557764812907
20.37695,4.50482672316516,4.50482672316516,4.50482672316516
20.397503,4.488400275593378,4.488400275593378,4.488400275593378
20.417295,4.469191579713638,4.469191579713638,4.469191579713638
20.437204,4.447168824285924,4.447168824285924,4.447168824285924
20.456508,4.425608886684551,4.425608886684551,4.425608886684551
20.476631,4.404677035713916,4.404677035713916,4.404677035713916
20.496154,4.382928527069408,4.382928527069408,4.382928527069408
20.517187,4.360771827541794,4.360771827541794,4.360771827541794
20.536329,4.33626551247108,4.33626551247108,4.33626551247108
20.556704,4.313957720700605,4.313957720700605,4.313957720700605
20.578017,4.289603075556637,4.289603075556637,4.289603075556637
20.596249,4.263998015948774,4.263998015948774,4.263998015948774
20.616479,4.24205236815693,4.24205236815693,4.24205236815693
20.636203,4.217696246555231,4.217696246555231,4.217696246555231
20.656803,4.194031464168518,4.194031464168518,4.194031464168518
20.677456,4.169359266355255,4.169359266355255,4.169359266355255
20.696323,4.1446318931663875,4.1446318931663875,4.1446318931663875
20.717072,4.122063508040719,4.122063508040719,4.122063508040719
20.736722,4.09730579739141,4.09730579739141,4.09730579739141
20.756856,4.073620238308364,4.073620238308364,4.073620238308364
20.776487,4.04940860157077,4.04940860157077,4.04940860157077
20.796447,4.025628720087853,4.025628720087853,4.025628720087853
20.81645,4.001475750635766,4.001475750635766,4.001475750635766
20.837781,3.977086219831811,3.977086219831811,3.977086219831811
20.857264,3.9511733600957126,3.9511733600957126,3.9511733600957126
20.876285,3.9274285432627245,3.9274285432627245,3.9274285432627245
20.896741,3.904108837677117,3.904108837677117,3.904108837677117
20.91816,3.8793899812259642,3.8793899812259642,3.8793899812259642
20.936167,3.8535049129592602,3.8535049129592602,3.8535049129592602
20.956269,3.8322025919569835,3.8322025919569835,3.8322025919569835
20.976001,3.808442992734445,3.808442992734445,3.808442992734445
20.996816,3.7839184549218863,3.7839184549218863,3.7839184549218863
21.017662,3.7588722605866445,3.7588722605866445,3.7588722605866445
21.036702,3.7345620453207697,3.7345620453207697,3.7345620453207697
21.056824,3.7136706078325417,3.7136706078325417,3.7136706078325417
21.077251,3.691557236983422,3.691557236983422,3.691557236983422
21.097337,3.669383761607243,3.669383761607243,3.669383761607243
21.117551,3.6500342098465417,3.6500342098465417,3.6500342098465417
21.137925,3.630524680717965,3.630524680717965,3.630524680717965
21.157707,3.6129095501684376,3.6129095501684376,3.6129095501684376
21.177253,3.595780665356617,3.595780665356617,3.595780665356617
21.197549,3.578825073430835,3.578825073430835,3.578825073430835
21.216434,3.5620009256912106,3.5620009256912106,3.5620009256912106
21.237724,3.547001031409699,3.547001031409699,3.547001031409699
21.259109,3.530758109930601,3.530758109930601,3.530758109930601
21.277372,3.5151077963316792,3.5151077963316792,3.5151077963316792
21.296098,3.501659003581811,3.501659003581811,3.501659003581811
21.31686,3.488330690752218,3.488330690752218,3.488330690752218
21.336639,3.4739164080770926,3.4739164080770926,3.4739164080770926
21.356653,3.4606123859327984,3.4606123859327984,3.4606123859327984
21.378101,3.447640937742598,3.447640937742598,3.447640937742598
21.396362,3.4336760112648106,3.4336760112648106,3.4336760112648106
21.417196,3.4221679152098274,3.4221679152098274,3.4221679152098274
21.436383,3.409429150990821,3.409429150990821,3.409429150990821
21.45717,3.398134318771099,3.398134318771099,3.398134318771099
21.476701,3.3866156198971855,3.3866156198971855,3.3866156198971855
21.496223,3.375988313294879,3.375988313294879,3.375988313294879
21.517158,3.3656429375948442,3.3656429375948442,3.3656429375948442
21.53641,3.355013505113882,3.355013505113882,3.355013505113882
21.557662,3.3455049818039773,3.3455049818039773,3.3455049818039773
21.576726,3.335506133050611,3.335506133050611,3.335506133050611
21.596409,3.326548313069389,3.326548313069389,3.326548313069389
21.616331,3.317784065319859,3.317784065319859,3.317784065319859
21.637478,3.3093921927469885,3.3093921927469885,3.3093921927469885
21.65744,3.301171636091242,3.301171636091242,3.301171636091242
21.677314,3.2944074317828385,3.2944074317828385,3.2944074317828385
21.696126,3.2878766167076234,3.2878766167076234,3.2878766167076234
21.716746,3.281701914525996,3.281701914525996,3.281701914525996
21.736336,3.277371852048673,3.277371852048673,3.277371852048673
21.756519,3.2745775892245264,3.2745775892245264,3.2745775892245264
21.777935,3.27310941599283,3.27310941599283,3.27310941599283
21.796715,3.271595655243045,3.271595655243045,3.271595655243045
21.816154,3.2715088290288623,3.2715088290288623,3.2715088290288623
21.836228,3.2725726295726068,3.2725726295726068,3.2725726295726068
21.857034,3.2748043130277322,3.2748043130277322,3.2748043130277322
21.876926,3.2782920301464284,3.2782920301464284,3.2782920301464284
21.896517,3.281640684856476,3.281640684856476,3.281640684856476
21.916458,3.285005190466715,3.285005190466715,3.285005190466715
21.936475,3.28992445330188,3.28992445330188,3.28992445330188
21.957744,3.2954860716398575,3.2954860716398575,3.2954860716398575
21.976814,3.3020898035266177,3.3020898035266177,3.3020898035266177
21.995918,3.3081937904853773,3.3081937904853773,3.3081937904853773
22.017258,3.3148748594959563,3.3148748594959563,3.3148748594959563
22.036909,3.322965766002583,3.322965766002583,3.322965766002583
22.056903,3.330468409881484,3.330468409881484,3.330468409881484
22.077892,3.3394820655406208,3.3394820655406208,3.3394820655406208
22.096128,3.3492892485106847,3.3492892485106847,3.3492892485106847
22.116971,3.357864088299573,3.357864088299573,3.357864088299573
22.136555,3.3684908052458633,3.3684908052458633,3.3684908052458633
22.156742,3.379163545086168,3.379163545086168,3.379163545086168
22.176471,3.392290511858774,3.392290511858774,3.392290511858774
22.197258,3.405102616278338,3.405102616278338,3.405102616278338
22.216348,3.419065133893803,3.419065133893803,3.419065133893803
22.236389,3.43386452445899,3.43386452445899,3.43386452445899
22.256347,3.449398262567547,3.449398262567547,3.449398262567547
22.277269,3.466859569163287,3.466859569163287,3.466859569163287
22.297292,3.4850892500866717,3.4850892500866717,3.4850892500866717
22.316796,3.502671578070158,3.502671578070158,3.502671578070158
22.336373,3.5206829207038206,3.5206829207038206,3.5206829207038206
22.35669,3.5393805485384453,3.5393805485384453,3.5393805485384453
22.376538,3.560294711938533,3.560294711938533,3.560294711938533
22.396343,3.580796615974665,3.58
